Gender,HeightCm,WeightKg
Male,163,82
Female,178,52
Female,147,67
Female,148,92
Female,141,89
Female,157,95
Male,143,89
Female,179,89
Female,147,52
Male,152,93
Female,171,87
Male,160,63
Female,157,60
Male,171,56
Male,148,95
Female,140,90
Male,153,69
Male,143,77
Female,144,50
Male,159,79
Male,152,96
Male,172,75
Female,142,82
Female,178,72
Male,158,70
Male,177,50
Male,150,82
Female,160,66
Female,178,59
Male,169,76
Male,146,85
Male,157,55
Female,161,83
Female,165,63
Male,151,74
Male,152,89
Male,167,75
Female,153,97
Female,154,71
Female,165,92
Female,147,59
Male,147,55
Male,172,65
Male,159,93
Male,156,70
Female,142,68
Male,140,90
Female,160,76
Female,155,95
Male,165,81
Male,178,57
Female,170,66
Female,151,51
Male,178,83
Male,170,99
Female,151,61
Female,141,64
Male,141,57
Male,167,99
Male,141,74
Female,173,53
Female,162,96
Female,145,81
Male,144,69
Male,163,76
Male,171,71
Female,169,69
Male,149,52
Female,147,58
Female,143,91
Female,159,99
Male,150,83
Female,155,78
Female,173,71
Female,156,96
Female,148,88
Female,174,65
Female,166,75
Female,176,87
Female,174,85
Female,179,57
Female,153,63
Female,171,62
Female,163,83
Male,178,93
Female,156,94
Male,145,50
Male,156,65
Male,176,87
Female,176,91
Male,147,65
Female,151,90
Female,143,98
Female,146,93
Male,149,52
Female,173,95
Male,146,75
Male,149,97
Male,141,94
Male,157,84
Female,171,69
Male,164,77
Male,161,51
Female,147,51
Male,171,81
Male,169,80
Male,169,61
Female,171,57
Male,172,66
Female,167,64
Male,170,80
Female,161,64
Male,157,61
Female,144,78
Male,144,89
Female,145,56
Male,145,93
Male,177,54
Male,146,61
Female,166,76
Male,161,66
Female,152,60
Female,154,50
Male,179,54
Male,148,55
Female,173,67
Male,145,86
Female,169,92
Male,157,55
Male,170,76
Male,151,63
Male,166,66
Male,149,75
Female,160,98
Female,151,79
Female,144,93
Male,158,50
Female,149,80
Female,170,68
Male,153,96
Male,171,84
Male,155,74
Male,179,53
Male,151,85
Female,157,80
Male,161,71
Female,162,94
Female,141,68
Male,167,84
Male,163,69
Female,150,52
Female,140,72
Female,160,71
Male,151,98
Female,152,65
Male,164,98
Male,162,92
Female,179,82
Female,169,65
Male,153,87
Female,175,77
Male,173,80
Male,150,73
Female,146,75
Male,176,73
Female,143,66
Female,149,79
Female,150,51
Male,159,72
Female,156,82
Female,176,95
Female,166,96
Male,165,92
Male,162,65
Female,149,56
Male,149,59
Female,143,91
Male,168,55
Male,150,70
Female,149,65
Male,177,81
Male,155,71
Male,177,93
Female,179,69
Male,168,69
Male,146,50
Female,169,51
Female,171,78
Female,164,73
Male,149,79
Female,146,73
Male,177,90
Male,161,67
Female,145,77
Female,163,53
Female,171,85
Female,167,81
Female,175,65
Female,142,69
Female,164,88
Male,178,90
Female,167,69
Male,166,71
Female,177,77
Female,166,91
Male,161,57
Male,178,61
Female,149,55
Male,155,85
Female,149,86
Female,158,78
Female,177,76
Male,162,68
Male,175,70
Male,167,80
Female,143,91
Female,145,85
Male,148,63
Male,156,51
Male,147,72
Female,156,61
Female,148,71
Male,149,51
Female,141,71
Male,152,70
Female,162,81
Male,157,84
Male,171,60
Female,153,84
Male,170,74
Female,143,98
Female,150,58
Female,142,91
Male,161,73
Female,141,91
Female,140,54
Male,142,68
Female,163,56
Female,147,82
Female,155,85
Male,174,61
Male,143,83
Male,149,87
Male,164,73
Female,153,79
Female,163,50
Female,177,85
Female,152,86
Female,162,59
Male,155,97
Male,143,54
Female,164,53
Female,147,85
Male,169,93
Male,177,75
Male,153,84
Female,142,55
Male,147,63
Male,162,99
Female,177,76
Female,162,91
Male,169,74
Male,149,73
Male,170,84
Male,158,55
Female,163,59
Male,168,69
Female,141,75
Female,159,83
Male,165,55
Female,165,75
Female,178,50
Male,176,57
Female,166,59
Female,157,55
Female,154,93
Female,160,90
Male,147,77
Male,154,81
Male,166,63
Male,177,54
Female,172,86
Female,175,70
Male,179,63
Male,174,69
Male,157,57
Female,172,78
Male,151,79
Male,159,58
Male,168,93
Female,151,99
Male,178,70
Male,156,85
Female,171,81
Female,160,89
Male,147,88
Female,148,51
Male,167,90
Female,171,73
Male,146,51
Male,151,82
Male,146,80
Male,167,90
Male,148,54
Male,145,62
Male,178,87
Female,170,61
Male,179,79
Male,155,81
Male,157,90
Female,149,64
Male,166,98
Female,156,92
Female,142,90
Female,158,58
Male,153,56
Male,163,80
Female,167,51
Male,174,65
Female,175,96
Male,143,74
Female,175,50
Female,161,70
Male,165,72
Female,152,64
Male,150,70
Male,140,67
Female,143,91
Male,175,98
Female,157,66
Female,177,83
Male,176,59
Male,155,92
Male,158,86
Male,176,73
Male,150,72
Male,141,50
Male,179,52
Male,152,75
Male,142,82
Male,159,73
Female,174,55
Male,170,68
Male,178,53
Male,144,87
Female,142,91
Female,167,65
Male,178,89
Male,178,70
Female,164,73
Male,141,76
Male,146,94
Female,173,91
Female,169,59
Male,142,67
Male,156,88
Female,140,58
Male,141,95
Male,175,50
Female,160,80
Male,172,55
Male,141,85
Male,178,97
Female,155,66
Male,151,99
Female,150,51
Female,148,73
Male,162,71
Female,165,85
Female,165,77
Female,176,88
Female,161,75
Female,145,95
Male,141,95
Female,156,85
Male,159,76
Female,153,66
Female,167,71
Male,160,79
Female,148,82
Male,179,88
Female,164,96
Female,154,70
Male,167,82
Male,165,52
Female,167,52
Male,167,77
Female,179,77
Female,148,78
Male,177,52
Male,166,87
Female,176,77
Male,174,99
Female,163,85
Male,142,56
Female,163,50
Female,146,68
Female,149,90
Female,150,62
Female,175,74
Female,165,60
Female,157,50
Male,151,84
Female,149,91
Male,178,64
Female,164,74
Female,150,94
Female,175,54
Male,156,91
Female,167,62
Female,162,87
Female,178,60
Female,178,87
Male,172,50
Female,179,52
Male,179,86
Female,153,82
Male,171,87
Male,155,87
Female,162,83
Female,166,76
Male,152,90
Female,175,91
Male,177,55
Female,156,73
Male,143,87
Male,179,93
Female,141,82
Male,147,75
Female,164,82
Female,165,70
Male,142,53
Female,154,65
Male,174,63
Female,169,64
Female,172,62
Male,157,54
Female,169,96
Female,168,80
Female,170,96
Female,140,61
Female,175,69
Male,158,68
Female,151,56
Male,146,51
Male,144,71
Female,165,96
Female,148,65
Male,158,67
Male,155,86
Female,148,64
Male,178,71
Female,154,85
Male,164,76
Female,147,63
Female,161,96
Female,142,92
Female,162,97
Male,161,85
Female,170,92
Male,142,76
Female,161,62
Female,158,96
Female,168,57
Female,151,58
Female,164,65
Male,146,50
Male,151,99
Male,168,96
Male,169,83
Female,168,51
Male,154,82
Male,167,90
Female,154,76
Male,152,53
Female,174,74
Female,172,68
Female,145,52
Female,145,67
Male,158,81
Female,145,62
Female,140,64
Female,172,77
Male,177,80
Female,177,52
Male,179,92
Female,170,71
Female,148,90
Female,141,97
Female,170,89
Female,172,76
Male,158,67
Male,143,50
Female,165,68
Female,161,66
Male,145,51
Male,172,99
Male,176,68
Male,144,50
Female,176,88
Female,147,51
Male,142,64
Male,176,59
Female,178,91
Male,158,97
Female,178,97
Male,175,52
Male,157,79
Male,162,68
Female,151,61
Female,156,84
Female,164,85
Male,163,85
Male,178,65
Male,162,57
Female,156,66
Male,154,73
Female,141,63
Male,161,97
Male,151,67
Female,162,89
Female,152,63
Female,143,82
Female,176,95
Female,159,73
Male,141,84
Male,158,53
Male,163,82
Male,174,62
Female,149,95
Female,146,63
Female,173,56
Male,142,69
Male,157,82
Male,142,89
Female,168,94
Male,172,78
Female,173,65
Male,142,68
Female,150,76
Female,177,82
Female,150,52
Female,179,98
Female,166,86
Female,160,81
Female,165,60
Male,151,70
Male,169,93
Female,141,93
Male,157,92
Female,148,57
Female,169,71
Male,177,52
Male,167,51
Female,165,88
Female,150,85
Female,147,72
Female,169,62
Female,155,99
Female,157,97
Female,178,67
Female,163,62
Female,174,65
Male,160,61
Male,156,93
Female,144,98
Male,168,67
Male,164,75
Female,163,51
Male,144,62
Male,172,86
Male,173,90
Female,159,66
Male,157,92
Female,172,75
Female,165,72
Male,144,68
Male,164,96
Female,148,84
Female,178,74
Female,140,74
Male,153,80
Female,146,53
Male,174,71
Male,157,79
Female,167,68
Female,143,84
Male,144,64
Male,160,66
Male,155,58
Female,179,88
Male,160,60
Female,167,90
Male,148,75
Male,148,87
Female,150,57
Male,140,80
Male,171,61
Male,141,84
Female,177,68
Male,158,61
Male,141,94
Female,153,75
Female,163,63
Female,169,83
Female,176,65
Female,148,61
Male,170,61
Male,152,78
Female,155,65
Female,148,66
Female,154,75
Female,170,92
Male,150,76
Female,165,78
Female,166,95
Female,163,99
Male,145,86
Female,149,93
Male,160,96
Female,174,93
Female,143,82
Male,172,63
Female,162,57
Female,162,71
Female,158,50
Female,163,50
Male,163,62
Male,140,75
Female,172,73
Male,145,60
Female,149,83
Female,167,83
Male,178,84
Female,149,88
Male,153,83
Female,178,69
Male,174,72
Female,153,63
Male,170,72
Female,160,98
Male,161,93
Male,156,77
Female,145,86
Female,148,95
Male,159,96
Male,140,75
Female,160,81
Female,158,52
Male,177,57
Female,170,99
Male,160,54
Male,150,53
Female,148,63
Female,177,62
Female,155,91
Male,178,79
Female,140,84
Male,177,52
Male,143,85
Female,171,51
Female,141,88
Female,145,71
Female,176,85
Male,143,88
Female,176,66
Female,144,84
Male,154,57
Female,141,51
Male,152,68
Male,160,81
Female,155,89
Male,146,69
Male,144,65
Male,158,51
Male,144,81
Female,155,75
Male,178,63
Male,154,85
Female,166,56
Male,145,55
Female,171,85
Female,163,54
Female,167,67
Male,155,78
Male,143,55
Male,155,81
Female,175,86
Female,151,66
Male,155,88
Male,156,61
Female,148,99
Male,151,76
Male,153,62
Female,174,64
Female,161,54
Male,151,61
Male,176,88
Male,179,69
Female,168,98
Female,157,67
Female,143,56
Female,171,50
Male,168,66
Male,175,97
Male,160,73
Male,155,53
Male,145,69
Female,158,99
Female,146,51
Male,169,92
Female,175,64
Female,143,73
Male,168,97
Female,148,79
Female,169,79
Female,153,73
Male,176,89
Female,162,64
Male,152,86
Male,154,67
Male,178,59
Female,179,97
Male,179,51
Male,141,85
Male,144,92
Male,157,90
Female,143,59
Female,173,68
Female,162,91
Female,149,83
Female,153,67
Female,170,60
Male,170,57
Male,154,52
Male,162,72
Male,145,81
Male,165,52
Male,147,86
Female,154,96
Male,148,98
Male,161,81
Male,148,52
Male,154,89
Male,163,94
Male,155,92
Female,175,98
Female,148,53
Female,154,80
Female,174,55
Female,150,78
Female,154,68
Male,166,65
Female,160,96
Female,166,70
Female,156,53
Male,179,54
Female,173,63
Female,174,99
Male,163,77
Female,166,97
Male,155,82
Female,156,88
Female,173,54
Male,156,51
Male,148,75
Female,177,59
Female,179,88
Male,165,88
Male,160,84
Male,149,64
Female,164,70
Female,155,50
Male,174,53
Male,140,51
Male,150,64
Female,170,70
Male,146,86
Male,142,54
Male,143,54
Male,145,82
Male,179,71
Female,167,98
Male,155,55
Female,154,73
Male,150,74
Male,150,78
Female,164,92
Male,167,78
Male,167,88
Male,149,59
Male,147,94
Female,167,63
Male,144,57
Female,145,64
Male,172,74
Male,160,56
Male,151,71
Female,167,86
Female,179,81
Male,162,58
Male,149,63
Female,166,65
Male,141,60
Female,171,81
Female,167,72
Female,162,56
Female,142,92
Female,162,93
Male,161,58
Male,167,64
Female,160,65
Female,148,96
Male,145,88
Female,165,94
Male,161,62
Male,171,60
Male,140,55
Male,143,95
Female,179,90
Male,143,58
Male,148,51
Female,169,84
Female,149,91
Female,164,79
Female,170,61
Male,167,76
Female,140,94
Male,156,87
Male,145,82
Male,145,68
Male,159,86
Female,148,81
Female,171,68
Male,167,68
Female,164,76
Male,148,84
Female,170,98
Female,146,66
Male,175,83
Female,142,55
Male,148,50
Female,159,94
Male,178,82
Female,159,75
Male,161,85
Female,157,99
Male,159,63
Male,176,69
Female,175,67
Male,172,88
Male,178,65
Male,178,81
Female,156,88
Male,156,68
Female,143,60
Female,178,58
Male,171,84
Female,173,89
Female,167,72
Female,143,96
Female,154,71
Male,179,98
Male,176,78
Male,176,75
Male,158,75
Male,174,80
Male,154,79
Male,168,72
Male,168,97
Female,153,90
Male,178,54
Male,164,87
Female,144,74
Female,148,71
Female,152,63
Male,162,97
Female,151,56
Male,173,91
Female,168,54
Female,148,61
Female,148,65
Female,169,85
Male,141,83
Male,165,72
Male,145,97
Male,147,91
Female,140,83
Male,177,82
Male,174,86
Male,167,73
Male,148,98
Male,143,84
Female,146,83
Male,154,86
Male,176,98
Male,166,64
Male,161,81
Male,146,72
Male,164,51
Female,147,59
Male,143,53
Male,158,99
Female,175,86
Male,173,94
Male,150,75
Male,170,97
Male,179,57
Male,178,73
Male,173,72
Male,174,87
Female,164,87
Male,173,97
Female,152,99
Female,142,77
Male,175,50
Male,173,54
Male,146,92
Female,153,67
Female,169,87
Female,144,89
Female,162,76
Male,170,52
Male,167,68
Male,150,79
Female,161,73
Male,174,77
Female,153,54
Male,160,91
Male,175,51
Male,162,61
Female,167,80
Female,161,60
Male,146,59
Female,178,96
Male,144,54
Male,140,50
Male,176,76
Male,158,67
Female,157,85
Male,179,57
Male,152,75
Male,157,88
Female,154,96
Female,152,94
Female,143,60
Female,164,92
Female,167,76
Female,167,63
Female,155,79
Male,177,51
Female,161,89
Male,166,64
Male,153,75
Female,146,98
Male,175,60
Male,173,56
Female,149,94
Female,168,75
Male,158,77
Male,168,74
Male,154,92
Female,165,93
Male,164,87
Female,144,61
Male,152,99
Male,143,78
Male,176,77
Female,179,77
Female,165,54
Female,160,61
Female,157,61
Female,143,90
Female,142,84
Female,145,95
Female,151,73
Female,163,75
Female,169,59
Female,165,54
Male,151,56
Male,146,58
Female,168,51
Female,175,77
Male,166,99
Male,159,77
Female,175,59
Male,178,96
Male,146,87
Male,160,55
Male,164,54
Male,166,64
Female,168,79
Male,147,80
Female,176,72
Female,167,68
Male,169,88
Male,145,58
Female,177,88
Female,177,93
Male,158,62
Female,167,82
Female,162,81
Female,172,95
Female,171,87
Female,147,83
Male,175,97
Female,178,83
Male,171,78
Male,173,60
Male,157,56
Male,169,76
Male,160,50
Female,166,69
Male,157,73
Female,179,61
Female,160,63
Female,140,75
Male,158,69
Male,168,93
Male,165,65
Male,166,85
Female,144,65
Male,165,85
Male,143,69
Female,170,62
Female,154,75
Female,171,81
Female,153,75
Female,153,68
Female,163,66
Female,157,81
Male,149,87
Female,147,80
Female,166,64
Female,166,93
Female,150,57
Female,156,63
Male,160,79
Female,143,58
Male,163,99
Female,174,58
Male,155,80
Female,144,66
Male,146,69
Female,179,82
Female,143,54
Male,152,90
Male,156,97
Male,169,58
Male,141,79
Female,140,93
Male,167,61
Female,154,59
Male,141,75
Female,171,74
Female,167,97
Male,173,55
Male,177,88
Female,168,58
Male,156,90
Male,159,64
Female,152,68
Male,155,97
Female,176,62
Male,160,90
Female,151,89
Male,147,58
Female,163,60
Male,140,91
Male,152,75
Male,157,70
Male,158,80
Male,166,78
Female,158,98
Female,143,85
Male,172,65
Male,165,64
Male,146,55
Male,172,55
Male,148,54
Male,143,99
Male,144,83
Male,150,63
Female,167,74
Male,145,56
Female,146,74
Male,148,97
Female,164,76
Male,148,71
Male,175,89
Male,149,62
Male,169,67
Female,150,59
Female,171,72
Female,146,89
Female,169,51
Female,151,63
Male,174,65
Female,144,73
Female,171,73
Female,147,68
Male,167,98
Male,177,61
Male,159,86
Female,150,75
Female,160,95
Female,149,89
Male,160,63
Male,145,87
Female,156,54
Female,156,81
Male,173,77
Female,179,73
Female,140,54
Female,172,74
Male,149,57
Male,150,52
Female,146,76
Male,171,56
Male,174,91
Female,165,62
Male,147,62
Male,142,80
Male,149,66
Male,171,70
Female,167,59
Male,167,79
Male,143,85
Male,149,52
Male,155,72
Male,140,76
Female,144,50
Male,147,59
Female,176,67
Female,149,86
Male,151,63
Female,150,73
Male,161,94
Male,177,89
Male,149,78
Male,175,62
Female,141,60
Male,158,63
Male,153,62
Female,165,54
Male,146,86
Male,162,65
Male,153,93
Female,176,91
Female,152,56
Female,158,62
Male,171,81
Male,166,65
Female,166,51
Female,151,53
Female,151,53
Female,169,71
Male,167,74
Female,170,82
Female,156,95
Female,175,59
Male,166,62
Male,159,68
Male,154,81
Male,176,86
Female,144,99
Female,146,98
Male,161,62
Male,171,62
Female,176,98
Female,172,90
Male,177,52
Female,160,60
Male,157,76
Male,168,71
Male,178,90
Male,179,61
Female,150,77
Male,178,97
Male,147,55
Female,141,94
Male,178,75
Male,177,73
Male,143,91
Female,153,72
Male,148,55
Female,143,80
Male,155,99
Male,149,66
Female,165,55
Female,169,89
Male,141,64
Female,166,97
Male,154,81
Male,156,94
Male,167,88
Female,144,95
Male,165,55
Male,165,87
Female,159,68
Male,166,77
Female,157,88
Male,141,56
Male,145,95
Male,158,59
Male,163,50
Female,158,67
Male,170,61
Male,173,83
Female,171,87
Male,166,68
Male,153,62
Male,178,73
Female,167,86
Male,148,68
Female,155,73
Male,154,87
Female,142,89
Female,168,88
Female,169,87
